"yr","mo","st","num_tornado","sum_inj","sum_fat","sum_loss","sum_closs"
2020,5,"OK",16,1,0,0.52,0
2020,5,"SC",4,0,0,0.125,0
2020,5,"TN",1,0,0,0,0
2020,5,"TX",22,0,0,1.292,0
2020,6,"AL",2,0,0,0,0
2020,6,"CO",5,0,0,0,0
2020,6,"FL",13,0,0,1.026,0
2020,6,"IA",1,0,0,0,0
2020,6,"IL",1,0,0,0,0
2020,6,"KS",3,0,0,0.01,0
2020,6,"LA",3,0,0,0.165,0
2020,6,"MN",9,0,0,0.18,0.005
2020,6,"MO",5,0,0,0,0
2020,6,"MS",9,0,0,0.057,0
2020,6,"ND",10,0,0,0.19,0.002
2020,6,"NE",8,0,0,0,0
2020,6,"OH",4,0,0,0.13,0
2020,6,"OR",1,0,0,0,0
2020,6,"PA",1,0,0,0,0
2020,6,"SC",1,0,0,0.01,0
2020,6,"SD",6,0,0,0,0
2020,6,"TN",2,0,0,0.065,0
2020,6,"TX",3,0,0,0,0
2020,6,"WI",3,0,0,0,0
2020,6,"WY",1,0,0,0,0
2020,7,"AL",1,0,0,0,0
2020,7,"AR",1,0,0,0,0
2020,7,"AZ",2,0,0,0,0
2020,7,"CO",16,0,0,0,0
2020,7,"FL",2,0,0,0,0.008
2020,7,"IL",13,0,0,0.335,0.125
2020,7,"IN",2,0,0,0.095,0.01
2020,7,"KS",1,0,0,0.2,0
2020,7,"ME",1,0,0,0.004,0
2020,7,"MN",18,2,1,3.705,0.341
2020,7,"MO",1,0,0,0,0
2020,7,"MS",1,0,0,0.008,0
2020,7,"MT",2,0,0,0,0
2020,7,"ND",4,0,0,0.03,0.002
2020,7,"NE",6,0,0,0.2,0
2020,7,"NM",2,0,0,0,0
2020,7,"NY",3,0,0,0.165,0.001
2020,7,"OK",1,0,0,0.02,0
2020,7,"SD",5,0,0,0,0
2020,7,"TX",8,0,0,0.315,0
2020,7,"WI",9,0,0,0.12,0.003
2020,7,"WY",2,0,0,0,0
2020,8,"AL",5,0,0,0,0
2020,8,"AR",8,0,0,0.353,0.005
2020,8,"CA",3,0,0,0,0
2020,8,"CO",5,0,0,0,0
2020,8,"CT",7,0,0,0.515,0
2020,8,"DE",4,0,0,0,0
2020,8,"FL",5,1,0,8.07,0
2020,8,"IA",5,0,0,0.02,0.0035
2020,8,"IL",16,0,0,0.25,0
2020,8,"IN",4,0,0,0,0
2020,8,"KS",2,0,0,0,0
2020,8,"LA",1,0,0,0,0
2020,8,"MA",1,0,0,0.054,0
2020,8,"MD",10,0,0,0.715,0
2020,8,"MI",3,0,0,0.32,0
2020,8,"MN",31,0,0,1.098,0
2020,8,"MS",1,0,0,0,0.001
2020,8,"NC",13,14,2,2.248,0
2020,8,"ND",7,0,0,0.225,0.065
2020,8,"NE",6,0,0,0.061,0.105
2020,8,"NH",2,0,0,0.005,0
2020,8,"NJ",3,0,0,0,0
2020,8,"NM",1,0,0,0,0
2020,8,"NY",6,1,0,0.18,0.06
2020,8,"PA",2,18,0,0,0
2020,8,"SC",1,1,0,0.1,0
2020,8,"SD",12,0,1,0.075,0.033
2020,8,"TN",2,0,0,0.02,0
2020,8,"TX",2,0,0,0.09,0
2020,8,"VA",10,5,0,16.0445,0.1
2020,8,"WI",7,0,0,0.347,0
2020,8,"WY",1,0,0,0,0
2020,9,"AR",3,0,0,0.15,0
2020,9,"CA",2,0,0,0,0
2020,9,"FL",1,0,0,0.001,0
2020,9,"GA",6,0,0,0.04,0
2020,9,"MD",1,0,0,1.25,0
2020,9,"MO",1,0,0,0,0.002
2020,9,"NC",4,0,0,0.035,0
2020,9,"OH",1,0,0,0.025,0
2020,9,"SC",13,0,0,0.054,0
2020,9,"TN",2,0,0,0.005,0.002
2020,9,"TX",1,0,0,0,0
2020,9,"VA",2,0,0,0.07,0
2020,9,"WI",1,0,0,0,0
2020,10,"AL",2,0,0,0,0
2020,10,"GA",7,0,0,0.84,0
2020,10,"KY",1,0,0,0,0
2020,10,"MA",1,0,0,0.006,0
2020,10,"MS",2,0,0,0.032,0
2020,10,"NC",1,0,0,0.06,0
2020,10,"NY",1,0,0,0.015,0.002
2020,10,"SC",3,1,0,0.2,0
2020,10,"WA",1,0,0,0,0
2020,11,"AR",1,4,0,0.04,0
2020,11,"CA",2,0,0,0,0
2020,11,"FL",3,0,0,0.101,0
2020,11,"IL",8,0,0,0,0
2020,11,"MD",2,0,0,0,0
2020,11,"MS",2,0,0,0.01,0
2020,11,"OK",2,0,0,0.055,0
2020,11,"OR",1,0,0,0.04,0
2020,11,"PA",1,0,0,0,0
2020,11,"TX",2,5,0,0,0
2020,12,"AL",1,0,0,0,0
2020,12,"FL",5,2,0,16.28,0
2020,12,"LA",1,0,0,0,0
2020,12,"MS",13,0,0,0.257,0
2020,12,"NC",1,0,0,0.001,0
2020,12,"SC",1,0,0,0,0
2020,12,"TX",3,0,0,0.585,0
2020,12,"VA",2,0,0,0.325,0
2021,1,"AL",1,30,1,0,0
2021,1,"CA",2,0,0,0,0
2021,1,"FL",2,0,0,0.205,0
2021,1,"GA",4,0,0,0.195,0
2021,1,"LA",1,0,0,0.05,0
2021,1,"OK",4,0,0,0,0
2021,1,"TN",1,0,0,0.01,0
2021,1,"TX",1,0,0,0.5,0
2021,2,"FL",6,0,0,0.05,0
2021,2,"GA",2,5,0,0.5,0
2021,2,"KY",1,0,0,0.04,0
2021,2,"LA",1,0,0,0.03,0
2021,2,"NC",1,10,3,0,0
2021,3,"AL",41,34,6,0.204,0
2021,3,"AR",9,0,0,0.475,0
2021,3,"FL",5,0,0,0.15,0
2021,3,"GA",8,0,0,21.57,0
2021,3,"IA",1,0,0,0,0
2021,3,"IL",3,0,0,0.025,0
2021,3,"KS",4,0,0,0.11,0
2021,3,"KY",3,0,0,0,0
2021,3,"LA",5,0,0,0.315,0
2021,3,"MO",2,0,0,0.06,0
2021,3,"MS",20,2,0,1.057,0
2021,3,"NC",3,0,0,1.65,0
2021,3,"NE",1,0,0,0,0
2021,3,"OK",3,0,0,0.015,0
2021,3,"SC",1,0,0,0,0
2021,3,"TN",7,1,0,0.585,0
2021,3,"TX",26,4,1,3.195,0
2021,3,"VA",1,0,0,0.1,0
2021,3,"VT",1,2,0,0.075,0
2021,3,"WA",1,0,0,0,0
2021,4,"AL",2,2,0,0.125,0
2021,4,"AR",3,0,0,0.235,0
2021,4,"CA",1,0,0,0.01,0.02
2021,4,"CO",9,0,0,0,0
2021,4,"CT",1,0,0,0.002,0.005
2021,4,"FL",9,1,0,1.625,0.002
2021,4,"GA",4,0,0,0.075,0
2021,4,"IA",1,1,0,0,0
2021,4,"IL",1,0,0,0,0
2021,4,"LA",13,8,1,2.665,0
2021,4,"MI",1,0,0,0.075,0
2021,4,"MO",5,0,0,0.405,0
2021,4,"MS",5,0,0,0.36,0
2021,4,"NC",2,0,0,0.006,0
2021,4,"NY",1,0,0,0.045,0
2021,4,"OK",5,0,0,0.105,0
2021,4,"SC",2,0,0,0.03,0
2021,4,"TN",5,1,0,0.625,0
2021,4,"TX",10,0,0,0.696,0
2021,5,"AL",6,0,0,0,0
2021,5,"AR",6,1,0,16.105,0
2021,5,"CO",25,0,0,0,0
2021,5,"GA",7,0,0,0.9,0
2021,5,"IA",4,0,0,0,0
2021,5,"IL",12,0,0,0.07,0
2021,5,"KS",18,0,0,0.025,0
2021,5,"KY",6,0,0,0.885,0.001
2021,5,"LA",18,0,0,1.56,0
2021,5,"MD",3,0,0,0.3,0
2021,5,"MN",8,0,0,0,0
2021,5,"MO",5,0,0,0.515,0
2021,5,"MS",27,0,0,4.128,0
2021,5,"NC",2,0,0,0.15,0
2021,5,"ND",1,0,0,0,0
2021,5,"NE",14,0,0,0.09,0
2021,5,"NM",12,0,0,0,0
2021,5,"OK",13,1,0,16.295,0
2021,5,"PA",2,0,0,0,0
2021,5,"SC",3,1,0,0.465,0
2021,5,"SD",6,0,0,0,0
2021,5,"TN",21,2,0,0.815,0
2021,5,"TX",42,8,0,2.5385,0
2021,5,"VA",2,0,0,0.5,0
2021,5,"WV",1,1,0,0.1,0
2021,5,"WY",1,0,0,0,0
2021,6,"AL",3,21,0,3.2,0
2021,6,"AR",4,0,0,0,0.005
2021,6,"AZ",3,0,0,0,0
2021,6,"CO",8,0,0,0.5305,0
2021,6,"FL",1,0,0,0.005,0
2021,6,"GA",1,0,0,0.003,0
2021,6,"IA",2,0,0,0.01,0
2021,6,"IL",15,11,0,0.15,0.1
2021,6,"IN",12,1,0,0.3335,0.008
2021,6,"KY",2,0,0,0.07,0
2021,6,"MD",1,0,0,0.25,0
2021,6,"MI",9,6,0,2.83,0
2021,6,"MN",1,0,0,0,0
2021,6,"MO",7,0,0,0,0
2021,6,"MS",7,0,0,0.185,0
2021,6,"NC",4,0,0,0.225,0
2021,6,"ND",6,0,0,0,0
2021,6,"NM",2,0,0,0,0
2021,6,"NY",2,0,0,0.104,0
2021,6,"OH",2,0,0,1.06,0.05
2021,6,"OK",1,0,0,0,0
2021,6,"PA",1,0,0,0,0
2021,6,"SC",1,0,0,0.15,0
2021,6,"SD",2,0,0,0,0
2021,6,"TX",5,0,0,0.111,0
2021,6,"WI",2,0,0,0.02,0
2021,6,"WV",1,0,0,0,0
2021,7,"AZ",3,0,0,0,0
2021,7,"CO",3,0,0,0,0
2021,7,"CT",1,0,0,0.045,0
2021,7,"DC",2,0,0,0.2,0
2021,7,"DE",2,0,0,0,0
2021,7,"FL",2,0,0,0,0
2021,7,"GA",2,17,0,0,0
2021,7,"IA",25,0,0,4.183,0.0362
2021,7,"IL",8,0,0,0.012,0
2021,7,"IN",2,0,0,0.058,0.0055
2021,7,"KS",1,0,0,0,0
2021,7,"MD",1,0,0,0.05,0
2021,7,"MI",4,0,0,14.1,0
2021,7,"MN",3,0,0,1.8,0.1
2021,7,"MO",2,0,0,2.02,0
2021,7,"MT",1,0,0,0,0
2021,7,"NC",3,0,0,0.025,0
2021,7,"NE",1,0,0,0,0
2021,7,"NJ",8,8,0,0.33,0
2021,7,"NM",2,0,0,0,0
2021,7,"NY",1,0,0,0.1075,0.05
2021,7,"OH",6,0,0,1.3005,0.01
2021,7,"OK",1,0,0,0.05,0
2021,7,"PA",15,0,0,0.44,0.006
2021,7,"SC",5,0,0,1,0
2021,7,"TX",1,0,0,0,0
2021,7,"UT",3,0,0,0,0
2021,7,"VA",5,0,0,1.125,0
2021,7,"WI",17,0,0,0.685,0
2021,8,"AL",7,3,0,0.13,0
2021,8,"CO",3,0,0,0.02,0
2021,8,"CT",2,0,0,0.04,0
2021,8,"FL",2,0,0,0.01,0
2021,8,"GA",8,0,0,0.625,0
2021,8,"IA",18,0,0,0.332,0.0597
2021,8,"IL",16,0,0,0,0
2021,8,"KS",1,0,0,0,0
2021,8,"LA",2,0,0,0.125,0
2021,8,"MA",5,0,0,0.034,0
2021,8,"MI",1,0,0,0.3,0
2021,8,"MN",16,0,0,0.125,0.011
2021,8,"MO",1,0,0,0.015,0
2021,8,"MS",16,0,0,1.535,0
2021,8,"NC",4,0,0,0.125,0
2021,8,"ND",6,0,0,0.153,0.007
2021,8,"NJ",1,0,0,0,0
2021,8,"NV",1,0,0,0,0
2021,8,"OH",3,0,0,0,0
2021,8,"PA",7,0,0,0.07,0
2021,8,"SC",12,0,0,0.13,0
2021,8,"SD",6,0,0,0.2,0
2021,8,"TN",1,0,0,0.005,0
2021,8,"TX",2,0,0,0.005,0
2021,8,"VA",3,0,0,0.028,0
2021,8,"WI",11,0,0,0.473,0.042
2021,9,"CA",1,0,0,0,0
2021,9,"CT",1,0,0,0.04,0
2021,9,"FL",2,0,0,0,0
2021,9,"MA",1,0,0,0.015,0
2021,9,"MD",3,0,0,0.07,0.005
2021,9,"MI",1,0,0,0,0
2021,9,"MN",5,0,0,0.352,0.01
2021,9,"NJ",4,2,0,5,0
2021,9,"NY",1,0,0,0.01,0
2021,9,"PA",8,2,1,5.52,0
2021,9,"UT",1,0,0,0,0.75
2021,9,"WA",1,0,0,0.04,0
2021,9,"WI",1,1,0,0.45,0
2021,10,"AR",2,0,0,0.105,0
2021,10,"FL",1,0,0,0,0
2021,10,"IL",12,0,0,3.14,0
2021,10,"IN",5,0,0,0.045,0.005
2021,10,"KS",13,0,0,0.11,0
2021,10,"LA",6,3,0,3.512,0
2021,10,"MI",2,0,0,0.04,0
2021,10,"MN",9,0,0,0,0
2021,10,"MO",18,2,0,4.415,0
2021,10,"MS",2,0,1,0.2,0
2021,10,"ND",2,0,0,0,0
2021,10,"OH",19,1,0,1.445,0
2021,10,"OK",34,0,0,3.661,0.1
2021,10,"PA",12,1,1,8.545,0.85
2021,10,"SD",7,0,0,0,0
2021,10,"TN",2,0,0,0.03,0
2021,10,"TX",4,1,0,6.0005,0
2021,10,"VA",1,0,0,0.04,0
2021,11,"AL",1,0,0,0,0
2021,11,"CT",6,0,0,0.387,0
2021,11,"LA",2,0,0,0.095,0
2021,11,"NY",7,0,0,2.417,0
2021,11,"OK",4,0,0,0.1,0
2021,11,"RI",3,0,0,0.11,0
2021,11,"TX",2,0,0,0.001,0
2021,12,"AL",7,0,0,0,0
2021,12,"AR",13,22,10,24.52,0
2021,12,"FL",3,1,0,0.75,0
2021,12,"GA",11,6,0,0.215,0
2021,12,"IA",70,0,0,12.5325,0
2021,12,"IL",8,2,6,5.09,0
2021,12,"IN",1,0,0,0,0
2021,12,"KY",30,617,74,0.635,0
2021,12,"LA",2,0,0,0.052,0
2021,12,"MN",23,0,0,1.93,0
2021,12,"MO",8,11,3,7.295,0
2021,12,"MS",1,0,0,0.125,0
2021,12,"NE",28,2,0,4.252,0
2021,12,"OH",1,0,0,0.3,0
2021,12,"TN",34,592,61,42.3772,0
2021,12,"TX",1,0,0,0.2,0
2021,12,"WI",10,0,0,1.395,0
2022,1,"AL",8,1,0,0.051,0
2022,1,"FL",8,1,0,10.795,0
2022,1,"GA",2,0,0,0,0
2022,1,"KY",10,0,0,0.643,0.01
2022,1,"LA",2,6,0,1.511,0
2022,1,"NC",2,0,0,1.6,0
2022,1,"TN",1,0,0,0.05,0
2022,1,"TX",6,0,0,0.67,0
2022,2,"AL",9,8,1,0,0
2022,2,"AR",1,0,0,0,0
2022,2,"KY",1,0,0,0.05,0
2022,3,"AL",32,2,0,0,0
2022,3,"AR",10,12,0,20.77,0
2022,3,"FL",18,4,2,2.788,0
2022,3,"GA",2,0,0,0,0
2022,3,"IA",15,6,7,223.1155,0
2022,3,"IL",6,0,0,0.342,0
2022,3,"IN",4,0,0,0.125,0
2022,3,"KS",1,0,0,0,0
2022,3,"KY",4,0,0,0,0
2022,3,"LA",20,2,1,33.468,0
2022,3,"MO",3,0,0,0,0
2022,3,"MS",58,5,0,5.3961,0.232
2022,3,"NC",3,0,0,0.725,0
2022,3,"OH",5,0,0,0.267,0
2022,3,"OK",6,0,0,1.195,0
2022,3,"PA",3,1,0,0.3,0
2022,3,"SC",2,0,0,0.25,0
2022,3,"TN",3,0,0,1,0
2022,3,"TX",41,58,3,12.989,0
2022,3,"VA",3,0,0,0.62,0
2022,3,"WI",1,0,0,0.05,0
2022,4,"AL",21,0,0,0.203,0.003
2022,4,"AR",11,0,0,0.765,0.012
2022,4,"CA",1,0,0,0,0
2022,4,"FL",4,0,0,0.198,0
2022,4,"GA",34,15,1,0.51,0
2022,4,"IA",16,1,0,1.7485,0
2022,4,"IL",5,0,0,0,0
2022,4,"IN",1,0,0,0.015,0
2022,4,"KS",18,3,0,41.5,0
2022,4,"KY",15,0,0,0.137,0
2022,4,"LA",7,1,0,0.895,0
2022,4,"MN",5,2,0,2.27,0
2022,4,"MO",2,0,0,0.29,0
2022,4,"MS",35,1,0,2.273,0
2022,4,"ND",1,0,0,0,0
2022,4,"NE",10,0,0,0,0
2022,4,"NY",1,0,0,0.025,0
2022,4,"OH",1,0,0,0.02,0
2022,4,"OK",7,1,0,0.343,0
2022,4,"SC",14,2,0,0,0
2022,4,"SD",2,0,0,0,0
2022,4,"TX",9,24,0,1.7,0
2022,4,"VA",1,0,0,0.4,0
2022,5,"AL",4,0,0,0.015,0
2022,5,"AR",3,0,0,0.05,0
2022,5,"CO",1,0,0,0,0
2022,5,"FL",8,0,0,0.115,0
2022,5,"IA",3,0,0,0,0
2022,5,"ID",1,0,0,0,0
2022,5,"IL",12,0,0,1.315,0
2022,5,"IN",7,0,0,0.455,0
2022,5,"KS",7,0,0,0,0
2022,5,"KY",2,2,0,0.02,0
2022,5,"LA",1,0,0,0.05,0
2022,5,"MD",2,0,0,0.31,0
2022,5,"MI",1,44,2,50.175,0
2022,5,"MN",47,0,0,5.15,0.001
2022,5,"MO",8,0,0,0.21,0
2022,5,"MS",2,0,0,0.06,0
2022,5,"NC",11,1,0,1.216,0.012
2022,5,"ND",3,0,0,0,0
2022,5,"NE",6,0,0,0,0
2022,5,"NH",1,0,0,0.006,0
2022,5,"NJ",1,0,0,0,0
2022,5,"OH",2,0,0,0.0925,0
2022,5,"OK",28,0,0,1.261,0
2022,5,"OR",1,0,0,0,0
2022,5,"PA",3,3,0,0.399,0
2022,5,"PR",1,0,0,0,0
2022,5,"SC",6,0,0,0.05,0
2022,5,"SD",29,3,0,0,0
2022,5,"TX",29,1,0,6.318,0
2022,5,"VA",5,3,0,1.123,0
2022,5,"WA",2,0,0,0.05,0
2022,5,"WI",6,0,0,0.13,0
2022,6,"AZ",3,0,0,0,0
2022,6,"CO",16,0,0,0.005,0
2022,6,"FL",4,0,0,0.22,0
2022,6,"IA",1,0,0,0,0
2022,6,"IL",3,0,0,0,0
2022,6,"IN",2,0,0,0.3,0
2022,6,"KS",23,0,0,10,0
2022,6,"LA",1,0,0,0,0
2022,6,"MD",1,0,0,0.1,0
2022,6,"MN",8,0,0,0.015,0
2022,6,"MO",3,0,0,0,0
2022,6,"MS",1,0,0,0.075,0
2022,6,"NC",1,0,0,0,0
2022,6,"ND",7,0,0,0,0
2022,6,"NE",10,2,0,2.2,5
2022,6,"NJ",1,0,0,0,0
2022,6,"NM",1,0,0,0,0
2022,6,"OH",12,0,0,2.16925,0
2022,6,"OR",1,0,0,0,0
2022,6,"SC",1,0,0,0,0
2022,6,"SD",7,0,0,0,0.005
2022,6,"TN",1,0,0,0.025,0
2022,6,"UT",1,0,0,0,0
2022,6,"VA",3,0,0,0.175,0
2022,6,"WI",13,2,0,6.52,0
2022,6,"WY",2,0,0,0,0
2022,7,"CO",13,0,0,0,0
2022,7,"CT",1,0,0,0,0
2022,7,"FL",1,0,0,0,0
2022,7,"IA",6,0,0,0.061,5e-04
2022,7,"IL",4,0,0,0,0
2022,7,"KS",6,0,0,0,0
2022,7,"MD",2,0,0,0.25,0
2022,7,"MI",1,0,0,0.07,0
2022,7,"MN",5,0,0,0.135,0
2022,7,"MT",2,0,0,0,0
2022,7,"ND",2,0,0,0,0
2022,7,"NE",1,0,0,0.5,0.2
2022,7,"NH",1,0,0,0.002,0
2022,7,"NY",3,0,0,0.778,0
2022,7,"OH",6,5,0,4.077,0
2022,7,"OK",1,0,0,0.055,0
2022,7,"SC",1,0,0,0,0
2022,7,"TX",1,0,0,0,0
2022,7,"VA",2,0,0,0.035,0
2022,7,"VT",2,0,0,0.01,0
2022,7,"WI",1,0,0,0.01,0
2022,7,"WV",2,0,0,0.3,0
2022,8,"AZ",2,0,0,0,0
2022,8,"CA",1,0,0,0,0
2022,8,"CO",1,0,0,0,0
2022,8,"FL",1,0,0,0,0
2022,8,"IA",1,0,0,0,0
2022,8,"IL",4,0,0,0,0
2022,8,"IN",1,0,0,0.015,0
2022,8,"KS",1,0,0,0,0
2022,8,"LA",2,0,0,0,0
2022,8,"MD",1,1,0,0.25,0
2022,8,"MI",2,0,0,0,0
2022,8,"MN",6,0,0,2.85,0
2022,8,"MS",1,0,0,0,0
2022,8,"MT",1,0,0,0,0
2022,8,"ND",3,0,0,0.275,0.01
2022,8,"PA",2,0,0,0.25,0.005
2022,8,"TX",5,0,0,0.075,0
2022,8,"WV",2,0,0,1.25,0.01
2022,9,"AZ",2,0,0,0,0
2022,9,"FL",14,2,0,2.323,0
2022,9,"IL",1,0,0,0,0
2022,9,"NC",2,0,0,0,0
2022,9,"NM",1,0,0,0,0
2022,9,"NY",3,0,0,0.24,0
2022,9,"OH",1,0,0,0.012,0
2022,9,"SC",1,0,0,0,0
2022,10,"AL",11,0,0,0,0
2022,10,"AZ",2,0,0,0.35,0
2022,10,"CA",1,0,0,0,0
2022,10,"FL",3,0,0,0.16224,0
2022,10,"GA",1,0,0,0,0
2022,10,"LA",1,0,0,0.15,0
2022,10,"MS",4,0,0,0.015,0
2022,10,"OK",2,0,0,0.005,0
2022,10,"OR",2,0,0,0.075,0
2022,10,"TX",2,0,0,0.5,0
2022,10,"WI",7,0,0,0,0
2022,11,"AL",12,2,2,0.04,0
2022,11,"AR",16,0,0,0.932,0
2022,11,"CA",1,0,0,0,0
2022,11,"GA",2,0,0,0.005,0
2022,11,"IL",1,0,0,0,0
2022,11,"LA",5,1,0,0.488,0
2022,11,"MS",12,0,0,1.994,0
2022,11,"OK",6,8,1,36.42,0
2022,11,"TX",11,49,1,67.92,0
2022,11,"VA",2,0,0,0.075,0
2022,12,"AL",3,0,0,0,0
2022,12,"FL",8,2,0,0.65,0
2022,12,"GA",1,0,0,1,0
2022,12,"LA",12,50,3,152.69,0
2022,12,"MS",8,3,0,3.784,0.448
2022,12,"OK",8,0,0,0.168,0
2022,12,"TX",18,9,0,0.182,0
